POS;MONTH;DATE;POS_CAT;POS_CHANNEL;POS_GROUP;LAST_TR_DATE;POS_STATUS;CASH_IN_OUT_STATUS;SITE;LOCALITE;MILIEU;ZONE;DACR;BALANCE;LONGITUDE;LATITUDE;LOCALISATION;SECTEUR;LAST_VISITE_DATE;VISITE;COMMISSIONS_AMNT;IMPACT_VISITE;COMMISSION_PERF;COMMISSION_PERF_2
aCpucRU3;2020-08-01;2020-08-24;Retailer;Indirect;PDV;2020-07-30;Futur inactif;Futur inactif;AEROPORT QUARTIER;NIAMEY;Urbain;Wadata;Niamey;55.0;2.18196536;13.46889294;Système;Wadata 5;1970-01-01;Jamais;0;Jamais visité;Non;Zero
zBi34BF7;2020-08-01;2020-08-24;Retailer;Indirect;PDV;2020-08-24;Actif;Actif;ECOLE PRIMAIRE SONUCI;NIAMEY;Urbain;Petit Marché;Niamey;13192.12;2.0671416666666698;13.55141;Visites;Petit Marché 2;2020-08-11;Oui;23339;A maintenu son statut;Oui;High
jANksfUU;2020-08-01;2020-08-24;Retailer;Indirect;PDV;2020-05-07;Inactif âgé;Inactif âgé;NIAMEY 2000 SAGA FANDOU;NIAMEY;Urbain;Wadata;Niamey;168.5;2.17766;13.53314;Système;Wadata 1;1970-01-01;Jamais;0;Jamais visité;Non;Zero
w1DRKz3S;2020-08-01;2020-08-24;Retailer;Indirect;PDV;2020-08-24;Actif;Actif;COOPERATION;NIAMEY;Urbain;Petit Marché;Niamey;212163.09;2.100805;13.514315;Visites;Petit Marché 4;2020-08-10;Oui;1905;A maintenu son statut;Oui;Medium
PwVwbyqI;2020-08-01;2020-08-24;Retailer;Indirect;PDV;2020-08-24;Actif;Actif;AGADEZ MOOV OLD VILLE;AGADEZ;Urbain;Sud;Agadez;1887.0;7.99161666666667;16.971793333333302;Visites;Agadez 5;2020-07-30;Non;332;Non visité;Non;Low
VOUI8esd;2020-08-01;2020-08-24;Retailer;Indirect;PDV;2020-07-24;Inactif récent;Inactif récent;NIAMEY2000_BASSORA;NIAMEY;Urbain;Wadata;Niamey;12.5;2.16200166666667;13.503853333333302;Visites;Wadata 1;2020-08-20;Oui;0;N'a pas réagi;Non;Zero
jcufwS20;2020-08-01;2020-08-24;Retailer;Indirect;PDV;2020-08-24;Actif;Actif;RADIO KAKAKI;NIAMEY;Urbain;Wadata;Niamey;6455.0;2.13031619;13.50400826;Système;Wadata 2;1970-01-01;Jamais;3270;Jamais visité;Oui;Medium
RPBjoAYx;2020-08-01;2020-08-24;Retailer;Indirect;PDV;2020-08-20;Actif;Actif;ROUTE TORODI MOOV;NIAMEY;Urbain;Haro Banda;Niamey;553.0;2.06757571;13.49550096;Système;Haro Banda 4;1970-01-01;Jamais;3448;Jamais visité;Oui;Medium
3sUMvCKu;2020-08-01;2020-08-24;Retailer;Indirect;PDV;2020-08-17;Actif;Actif;BOBIEL MOOV;NIAMEY;Urbain;Nord;Niamey;174.6;2.08783333333333;13.55139;Visites;Nord 3;2020-08-07;Oui;756;A maintenu son statut;Non;Low
8dITca7t;2020-08-01;2020-08-24;Retailer;Indirect;PDV;2020-08-16;Actif;Actif;BOBIEL_AIRTEL;NIAMEY;Urbain;Nord;Niamey;361.0;2.09442166666667;13.565318333333302;Visites;Nord 3;2020-07-29;Non;155;Non visité;Non;Low
4sikwE6i;2020-08-01;2020-08-24;Retailer;Indirect;PDV;2020-07-28;Futur inactif;Futur inactif;KIOTA;KIOTA;Rural;Centre;Dosso;162.5;2.96046714;13.28803389;Système;Birni N'Gaouré;1970-01-01;Jamais;0;Jamais visité;Non;Zero
kQPub5DR;2020-08-01;2020-08-24;Retailer;Indirect;PDV;2020-08-23;Actif;Actif;KOUARAKANO NIGELEC;NIAMEY;Urbain;Petit Marché;Niamey;45860.0;2.06469874;13.54143798;Système;Petit Marché 1;1970-01-01;Jamais;1860;Jamais visité;Oui;Medium
Un99GcP6;2020-08-01;2020-08-24;Retailer;Indirect;PDV;2020-07-18;Inactif récent;Inactif récent;DOSSO_ECOLE KOIRA TEGUI;DOSSO;Urbain;Centre;Dosso;43.0;3.1904;13.0544;Système;Dosso 1;1970-01-01;Jamais;0;Jamais visité;Non;Zero
HDgerXWJ;2020-08-01;2020-08-24;Retailer;Indirect;PDV;2020-08-20;Actif;Actif;SAGA_ECOLE;NIAMEY;Urbain;Haro Banda;Niamey;784.0;2.13848833333333;13.473495000000002;Visites;Haro Banda 1;2020-08-20;Oui;1296;A maintenu son statut;Oui;Medium
TQCLr0sV;2020-08-01;2020-08-24;Retailer;Indirect;PDV;2020-08-21;Actif;Actif;CITÉ CHINOISE;NIAMEY;Urbain;Nord;Niamey;17878.0;2.10189666666667;13.558166666666699;Visites;Nord 3;2020-07-30;Non;11941;Non visité;Oui;High
stPyxWKC;2020-08-01;2020-08-24;Retailer;Indirect;PDV;2020-08-24;Actif;Actif;ORTN_AIRTEL;NIAMEY;Urbain;Petit Marché;Niamey;923.9;2.09805556;13.53805556;Système;Petit Marché 3;1970-01-01;Jamais;4582;Jamais visité;Oui;Medium
jIzF0iF7;2020-08-01;2020-08-24;Retailer;Indirect;PDV;2020-08-17;Actif;Actif;CITÉ DE LA RENAISSANCE;NIAMEY;Urbain;Nord;Niamey;148.65;2.05555;13.573116666666698;Visites;Nord 2;2020-07-23;Non;366;Non visité;Non;Low
AcI0ozxw;2020-08-01;2020-08-24;Retailer;Indirect;PDV;2020-08-23;Actif;Actif;CITÉ CHINOISE;NIAMEY;Urbain;Nord;Niamey;7499.5;2.102065;13.558148333333301;Visites;Nord 3;2020-08-17;Oui;855;A maintenu son statut;Non;Low
ZmoqNKcU;2020-08-01;2020-08-24;Retailer;Indirect;PDV;2020-08-21;Actif;Actif;AEROPORT QUARTIER;NIAMEY;Urbain;Wadata;Niamey;862.47;2.18196536;13.46889294;Système;Wadata 5;1970-01-01;Jamais;321;Jamais visité;Non;Low
eBIMlMuN;2020-08-01;2020-08-24;Retailer;Indirect;PDV;2020-07-02;Inactif récent;Inactif récent;CAMPING KOIRA KANO;NIAMEY;Urbain;Petit Marché;Niamey;28.87;2.07738889;13.53258334;Système;Petit Marché 5;1970-01-01;Jamais;0;Jamais visité;Non;Zero
JeP3rifb;2020-08-01;2020-08-24;Retailer;Indirect;PDV;2020-08-11;Actif;Actif;BANQUE ATLANTIQUE;NIAMEY;Urbain;Grand Marché;Niamey;88.15;2.11525049;13.51793354;Système;Grand Marché 4;1970-01-01;Jamais;111;Jamais visité;Non;Low
O60ZVHcs;2020-08-01;2020-08-24;Retailer;Indirect;PDV;2020-08-18;Actif;Actif;LAZARET ZAKEY KOIRA;NIAMEY;Urbain;Nord;Niamey;2179.5;2.11835388;13.54841393;Système;Nord 4;1970-01-01;Jamais;32812;Jamais visité;Oui;High
3C1hFsxF;2020-08-01;2020-08-24;Retailer;Indirect;PDV;2020-08-20;Actif;Actif;LOSSA GOUNGOU;NIAMEY;Urbain;Petit Marché;Niamey;27630.0;2.04268998;13.53605656;Système;Petit Marché 1;1970-01-01;Jamais;230;Jamais visité;Non;Low
s2GLDm2X;2020-08-01;2020-08-24;Orange Shop;ONE;Orange;2020-08-12;Actif;Actif;ECOLE MADINA3;NIAMEY;Urbain;Grand Marché;Niamey;200000.0;2.14357652;13.532064300000002;Système;Grand Marché 2;1970-01-01;Jamais;0;Jamais visité;Non;Zero
NxySpehb;2020-08-01;2020-08-24;Retailer;Indirect;PDV;2020-08-22;Actif;Actif;CENTRE_AERE_BCEAO;NIAMEY;Urbain;Nord;Niamey;1116.5;2.07595567;13.56736499;Système;Nord 2;1970-01-01;Jamais;17;Jamais visité;Non;Low
T1wrUFyB;2020-08-01;2020-08-24;Retailer;Indirect;PDV;2020-08-24;Actif;Actif;FILINGUE;FILINGUE;Urbain;Est;Tillaberi;623.75;3.32540327;14.35567066;Système;Filingué;1970-01-01;Jamais;78;Jamais visité;Non;Low
b81gyMVn;2020-08-01;2020-08-24;Retailer;Indirect;PDV;2020-08-14;Actif;Actif;KOIRA TEGUI MOOV;NIAMEY;Urbain;Nord;Niamey;4628.5;2.11452402;13.58937577;Système;Nord 5;1970-01-01;Jamais;183;Jamais visité;Non;Low
HWS9Aurz;2020-08-01;2020-08-24;Retailer;Indirect;PDV;2020-08-17;Actif;Actif;DEUXIEME ARRONDISSEMENT;NIAMEY;Urbain;Grand Marché;Niamey;4132.9;2.12161864;13.51494516;Système;Grand Marché 5;1970-01-01;Jamais;1363;Jamais visité;Oui;Medium
l1a3gkUv;2020-08-01;2020-08-24;Distributor;Indirect;PDV;2020-08-14;Actif;Actif;-;-;-;-;-;2.0;1.834338;16.332586;Système;-;1970-01-01;Jamais;0;Jamais visité;Non;Zero
k5YFy3Ko;2020-08-01;2020-08-24;Retailer;Indirect;PDV;2020-08-24;Actif;Actif;BOBIEL_AIRTEL;NIAMEY;Urbain;Nord;Niamey;111.35;2.09227778;13.56069444;Système;Nord 3;1970-01-01;Jamais;656;Jamais visité;Non;Low
t94eYH5l;2020-08-01;2020-08-24;Retailer;Indirect;PDV;2020-08-13;Actif;Actif;UNIVERSITE;NIAMEY;Urbain;Haro Banda;Niamey;357.5;2.09797912;13.50115448;Système;Haro Banda 2;1970-01-01;Jamais;108;Jamais visité;Non;Low
PJ6Its8d;2020-08-01;2020-08-24;Retailer;Indirect;PDV;2020-08-21;Actif;Actif;STADE MUNICIPALE;NIAMEY;Urbain;Grand Marché;Niamey;4335.5;2.11662121;13.51205243;Système;Grand Marché 4;1970-01-01;Jamais;3888;Jamais visité;Oui;Medium
k87NwR0q;2020-08-01;2020-08-24;Retailer;Indirect;PDV;2020-08-24;Actif;Actif;ORIBA FACE;NIAMEY;Urbain;Wadata;Niamey;628.5;2.13289093;13.49207344;Système;Wadata 3;1970-01-01;Jamais;1883;Jamais visité;Oui;Medium
dyvNpcuP;2020-08-01;2020-08-24;Retailer;Indirect;PDV;2020-08-24;Actif;Actif;DEUXIEME FORAGE;NIAMEY;Urbain;Petit Marché;Niamey;5373.25;2.083305556;13.54208333;Système;Petit Marché 5;1970-01-01;Jamais;2648;Jamais visité;Oui;Medium
GkrLuFEI;2020-08-01;2020-08-24;Retailer;Indirect;PDV;2020-06-07;Inactif récent;Inactif récent;TOURBOUNANI_ATC;NIAMEY;Urbain;Grand Marché;Niamey;22.5;2.1465;13.5364;Système;Grand Marché 2;1970-01-01;Jamais;0;Jamais visité;Non;Zero
YQIOrvvn;2020-08-01;2020-08-24;Retailer;Indirect;PDV;2020-07-01;Inactif récent;Inactif récent;KOUARAKANO NIGELEC;NIAMEY;Urbain;Petit Marché;Niamey;26.0;2.06469874;13.54143798;Système;Petit Marché 1;1970-01-01;Jamais;0;Jamais visité;Non;Zero
mg4az63w;2020-08-01;2020-08-24;Retailer;Indirect;PDV;2020-08-13;Actif;Actif;PHARMACIE DEZEYBON;NIAMEY;Urbain;Grand Marché;Niamey;102.5;2.11195974;13.52262427;Visites;Grand Marché 4;2020-07-27;Non;110;Non visité;Non;Low
kddk31Fn;2020-08-01;2020-08-24;Retailer;Indirect;PDV;2020-08-17;Actif;Actif;ASSOCIATION ISLAMIQUE;NIAMEY;Urbain;Grand Marché;Niamey;4531.0;2.1305576;13.51898169;Système;Grand Marché 5;1970-01-01;Jamais;4203;Jamais visité;Oui;Medium
VSIg0uOs;2020-08-01;2020-08-24;Retailer;Indirect;PDV;2020-08-20;Actif;Actif;GOUDEL_LES_RONIERS;NIAMEY;Urbain;Petit Marché;Niamey;42447.5;2.05380556;13.52728889;Système;Petit Marché 1;1970-01-01;Jamais;2134;Jamais visité;Oui;Medium
ud7Bcaqt;2020-08-01;2020-08-24;Retailer;Indirect;PDV;2020-08-24;Actif;Actif;IPSP FACE;NIAMEY;Urbain;Grand Marché;Niamey;372.2;2.12168;13.537065;Visites;Grand Marché 3;2020-08-17;Oui;633;A maintenu son statut;Non;Low
inEqEDbQ;2020-08-01;2020-08-24;Retailer;Indirect;PDV;2020-05-06;Inactif âgé;Inactif âgé;TERA;TERA;Urbain;Ouest;Tillaberi;5.45;0.761045;14.006101666666698;Visites;Téra;2020-08-19;Oui;0;N'a pas réagi;Non;Zero
fbhnAw6q;2020-08-01;2020-08-24;Retailer;Indirect;PDV;2020-06-03;Inactif récent;Inactif récent;STADE MUNICIPALE;NIAMEY;Urbain;Grand Marché;Niamey;5370.0;2.11662121;13.51205243;Système;Grand Marché 4;1970-01-01;Jamais;0;Jamais visité;Non;Zero
BH5tsQoU;2020-08-01;2020-08-24;Retailer;Indirect;PDV;2020-08-09;Actif;Actif;RADIO KAKAKI;NIAMEY;Urbain;Wadata;Niamey;300.0;2.13031619;13.50400826;Système;Wadata 2;1970-01-01;Jamais;200;Jamais visité;Non;Low
Jog0z5b0;2020-08-01;2020-08-24;Retailer;Indirect;PDV;2020-08-24;Actif;Actif;BANQUE ATLANTIQUE;NIAMEY;Urbain;Grand Marché;Niamey;767357.0;2.11525049;13.51793354;Système;Grand Marché 4;1970-01-01;Jamais;0;Jamais visité;Non;Zero
yFm0LVCr;2020-08-01;2020-08-24;Retailer;Indirect;PDV;2020-08-24;Actif;Actif;PNA AL OUMA SIEGE;NIAMEY;Urbain;Wadata;Niamey;113500.0;2.139575;13.516796666666698;Visites;Wadata 2;2020-07-22;Non;0;Non visité;Non;Zero
AamU0jTJ;2020-08-01;2020-08-24;Retailer;Indirect;PDV;2020-08-23;Actif;Actif;LAZARET ZAKEY KOIRA;NIAMEY;Urbain;Nord;Niamey;101000.0;2.11496166666667;13.542971666666698;Visites;Nord 4;2020-08-19;Oui;0;A maintenu son statut;Non;Zero
pQCLXpQU;2020-08-01;2020-08-24;Retailer;Indirect;PDV;2020-08-24;Actif;Actif;MATERNITE TALLADJE;NIAMEY;Urbain;Wadata;Niamey;73900.0;2.15314872;13.49838125;Système;Wadata 3;1970-01-01;Jamais;0;Jamais visité;Non;Zero
bKK2cZIp;2020-08-01;2020-08-24;Retailer;Indirect;PDV;2020-08-24;Actif;Actif;CLINIQUE PASTEUR;NIAMEY;Urbain;Petit Marché;Niamey;33250.0;2.1008006;13.51996159;Système;Petit Marché 4;1970-01-01;Jamais;0;Jamais visité;Non;Zero
vhAcTQ9c;2020-08-01;2020-08-24;Retailer;Indirect;PDV;2020-08-24;Actif;Actif;PNA AL OUMA SIEGE;NIAMEY;Urbain;Wadata;Niamey;2412950.0;2.13934952;13.51258359;Système;Wadata 2;1970-01-01;Jamais;4300;Jamais visité;Oui;Medium
oJLJo9DO;2020-08-01;2020-08-24;Retailer;Indirect;PDV;2020-08-24;Actif;Actif;MARCHE CEREAL;NIAMEY;Urbain;Grand Marché;Niamey;83000.0;2.13551234;13.52355572;Système;Grand Marché 2;1970-01-01;Jamais;0;Jamais visité;Non;Zero
ByQLNcDI;2020-08-01;2020-08-24;Retailer;Indirect;PDV;2020-08-24;Actif;Actif;CALL CENTER NODAL;NIAMEY;Urbain;Petit Marché;Niamey;148650.0;2.10321333333333;13.534121666666698;Visites;Petit Marché 3;2020-07-21;Non;0;Non visité;Non;Zero
86u3aGLl;2020-08-01;2020-08-24;Retailer;Indirect;PDV;2020-08-24;Actif;Actif;LAZARET ZAKEY KOIRA;NIAMEY;Urbain;Nord;Niamey;91250.0;2.11523333333333;13.551685;Visites;Nord 4;2020-08-21;Oui;0;A maintenu son statut;Non;Zero
mDRRr5TH;2020-08-01;2020-08-24;Retailer;Indirect;PDV;2020-08-24;Actif;Actif;TERRAIN MUSULMAN;NIAMEY;Urbain;Grand Marché;Niamey;119000.0;2.12616754;13.51417447;Système;Grand Marché 5;1970-01-01;Jamais;0;Jamais visité;Non;Zero
jE8m6HTH;2020-08-01;2020-08-24;Retailer;Indirect;PDV;2020-08-24;Actif;Actif;DEUXIEME ARRONDISSEMENT;NIAMEY;Urbain;Grand Marché;Niamey;28100.0;2.12161864;13.51494516;Système;Grand Marché 5;1970-01-01;Jamais;0;Jamais visité;Non;Zero
pgd82r1c;2020-08-01;2020-08-24;Retailer;Indirect;PDV;2020-08-24;Actif;Actif;PNA AL OUMA SIEGE;NIAMEY;Urbain;Wadata;Niamey;124000.0;2.13934952;13.51258359;Système;Wadata 2;1970-01-01;Jamais;0;Jamais visité;Non;Zero
MnAUL6mf;2020-08-01;2020-08-24;Retailer;Indirect;PDV;2020-08-22;Actif;Actif;BRS;NIAMEY;Urbain;Petit Marché;Niamey;68650.0;2.11713833333333;13.507268333333302;Visites;Petit Marché 4;2020-08-10;Oui;0;A maintenu son statut;Non;Zero
yUyLpDf5;2020-08-01;2020-08-24;Retailer;Indirect;PDV;2020-08-24;Actif;Actif;BONKOUKOU;BONKOUKOU;Rural;Est;Tillaberi;122587.0;3.22433699;14.00363684;Système;Filingué;1970-01-01;Jamais;1287;Jamais visité;Oui;Medium
rYUNGJoX;2020-08-01;2020-08-24;Retailer;Indirect;PDV;2020-08-24;Actif;Actif;TORODI;TORODI;Rural;Haro Banda;Niamey;296955.0;1.81249076;13.12631998;Système;Haro Banda 4;1970-01-01;Jamais;9205;Jamais visité;Oui;Medium
cSwIueK6;2020-08-01;2020-08-24;Retailer;Indirect;PDV;2020-03-04;Inactif âgé;Inactif âgé;ARLIT HQ_AIRTEL;ARLIT;Urbain;Nord;Agadez;109.0;7.3841;18.7369;Système;Arlit 2;1970-01-01;Jamais;0;Jamais visité;Non;Zero
PmcmBKBm;2020-08-01;2020-08-24;Retailer;Indirect;PDV;2020-08-22;Actif;Actif;KIOTA;KIOTA;Rural;Centre;Dosso;74945.0;2.96046714;13.28803389;Système;Birni N'Gaouré;1970-01-01;Jamais;11424;Jamais visité;Oui;High
v3QsqOeJ;2020-08-01;2020-08-24;Retailer;Indirect;PDV;2020-08-23;Actif;Actif;BIRNI N'GAOUARE;BIRNI N'GAOUARE;Urbain;Centre;Dosso;197966.75;2.90837217;13.08145184;Système;Birni N'Gaouré;1970-01-01;Jamais;11445;Jamais visité;Oui;High
XYssrJWt;2020-08-01;2020-08-24;Retailer;Indirect;PDV;2020-05-26;Inactif âgé;Inactif âgé;DOSSO 500;DOSSO;Urbain;Centre;Dosso;20.9;3.19471984;13.04394917;Système;Dosso 2;1970-01-01;Jamais;0;Jamais visité;Non;Zero
pHy7m2Z5;2020-08-01;2020-08-24;Retailer;Indirect;PDV;2020-08-22;Actif;Actif;BONKANEY;NIAMEY;Urbain;Grand Marché;Niamey;12464.0;2.136;13.53713889;Système;Grand Marché 1;1970-01-01;Jamais;0;Jamais visité;Non;Zero
YXf1b1dD;2020-08-01;2020-08-24;Retailer;Indirect;PDV;2020-08-24;Actif;Actif;NORD FAISCEAUX;NIAMEY;Urbain;Nord;Niamey;28600.0;2.11566667;13.5765;Système;Nord 5;1970-01-01;Jamais;0;Jamais visité;Non;Zero
MHC7xDdq;2020-08-01;2020-08-24;Retailer;Indirect;PDV;2020-08-24;Actif;Actif;BOUKOKI;NIAMEY;Urbain;Grand Marché;Niamey;189600.0;2.1210666666666698;13.52561;Visites;Grand Marché 3;2020-08-20;Oui;0;Nouveau PDV visité;Non;Zero
c4aqrUUR;2020-08-01;2020-08-24;Retailer;Indirect;PDV;2020-08-24;Actif;Actif;BOUKOKI;NIAMEY;Urbain;Grand Marché;Niamey;8400.0;2.1236648;13.52646203;Système;Grand Marché 3;1970-01-01;Jamais;0;Jamais visité;Non;Zero
0tfGYzPZ;2020-08-01;2020-08-24;Retailer;Indirect;PDV;2020-08-24;Actif;Actif;KOIRA TEGUI MOOV;NIAMEY;Urbain;Nord;Niamey;4450.0;2.11452402;13.58937577;Système;Nord 5;1970-01-01;Jamais;0;Jamais visité;Non;Zero
Har7JOxk;2020-08-01;2020-08-24;Retailer;Indirect;PDV;2020-08-24;Actif;Actif;NORD FAISCEAUX;NIAMEY;Urbain;Nord;Niamey;93660.0;2.11566667;13.5765;Système;Nord 5;1970-01-01;Jamais;0;Jamais visité;Non;Zero
eeSHh1yX;2020-08-01;2020-08-24;Retailer;Indirect;PDV;2020-08-23;Actif;Actif;BOUKOKI;NIAMEY;Urbain;Grand Marché;Niamey;101500.0;2.1236648;13.52646203;Système;Grand Marché 3;1970-01-01;Jamais;0;Jamais visité;Non;Zero
MN0i0JVx;2020-08-01;2020-08-24;Head Merchant;Others;PDV;2020-08-04;Actif;Inactif âgé;RADIO KAKAKI;NIAMEY;Urbain;Wadata;Niamey;0.0;2.13031619;13.50400826;Système;Wadata 2;1970-01-01;Jamais;0;Jamais visité;Non;Zero
eU5sEIcp;2020-08-01;2020-08-24;Head Merchant;Others;PDV;2020-08-24;Actif;Inactif âgé;CALL CENTER NODAL;NIAMEY;Urbain;Petit Marché;Niamey;0.0;2.09971124;13.53200075;Système;Petit Marché 3;1970-01-01;Jamais;0;Jamais visité;Non;Zero
FNnvY95s;2020-08-01;2020-08-24;Head Merchant;Others;PDV;2020-07-27;Futur inactif;Inactif âgé;-;-;-;-;-;0.0;1.834338;16.332586;Système;-;1970-01-01;Jamais;0;Jamais visité;Non;Zero
UE53UO29;2020-08-01;2020-08-24;Head Merchant;Others;PDV;2020-05-25;Inactif âgé;Inactif âgé;-;-;-;-;-;0.0;1.834338;16.332586;Système;-;1970-01-01;Jamais;0;Jamais visité;Non;Zero
UGcqGAfA;2020-08-01;2020-08-24;Head Merchant;Others;PDV;2020-05-31;Inactif récent;Inactif âgé;NOUVEAU CARRÉ;MARADI;Urbain;Sud;Maradi;0.0;7.10011389;13.50396945;Système;Maradi 3;1970-01-01;Jamais;0;Jamais visité;Non;Zero
tFmMkrIO;2020-08-01;2020-08-24;Retailer;Indirect;PDV;2020-08-23;Actif;Actif;SAGUIA _EATON;NIAMEY;Urbain;Haro Banda;Niamey;10278.75;2.1014;13.4621;Système;Haro Banda 3;1970-01-01;Jamais;1877;Jamais visité;Oui;Medium
PFZDbpMo;2020-08-01;2020-08-24;Head Merchant;Others;PDV;2020-08-21;Actif;Inactif âgé;-;-;-;-;-;0.0;1.834338;16.332586;Système;-;1970-01-01;Jamais;0;Jamais visité;Non;Zero
x1eY7nKz;2020-08-01;2020-08-24;Head Merchant;Others;PDV;2020-08-24;Actif;Inactif âgé;-;-;-;-;-;0.0;1.834338;16.332586;Système;-;1970-01-01;Jamais;0;Jamais visité;Non;Zero
Jx6QjfPB;2020-08-01;2020-08-24;Orange Shop;ONE;Orange;2020-08-14;Actif;Actif;-;-;-;-;-;12010968.0;1.834338;16.332586;Système;-;1970-01-01;Jamais;0;Jamais visité;Non;Zero
m0DP8oqm;2020-08-01;2020-08-24;Retailer;Indirect;PDV;2020-08-23;Actif;Actif;KONNI 710;KONNI;Urbain;Sud;Tahoua;102470.1;5.25162801;13.78918567;Système;Konni;1970-01-01;Jamais;3134;Jamais visité;Oui;Medium
j02m5JsX;2020-08-01;2020-08-24;ONIRESTO;Others;PDV;2020-08-24;Actif;Actif;CALL CENTER NODAL;NIAMEY;Urbain;Petit Marché;Niamey;885.0;2.09971124;13.53200075;Système;Petit Marché 3;1970-01-01;Jamais;0;Jamais visité;Non;Zero
EXdvPhhw;2020-08-01;2020-08-24;ONIRESTO;Others;PDV;2020-08-24;Actif;Actif;DEUXIEME ARRONDISSEMENT;NIAMEY;Urbain;Grand Marché;Niamey;0.0;2.12161864;13.51494516;Système;Grand Marché 5;1970-01-01;Jamais;0;Jamais visité;Non;Zero
fA3kbvOO;2020-08-01;2020-08-24;IRT Category;Others;PDV;2020-08-24;Actif;Actif;-;-;-;-;-;4662265.0;1.834338;16.332586;Système;-;1970-01-01;Jamais;0;Jamais visité;Non;Zero
mzhLBqsU;2020-08-01;2020-08-24;IRT Category;Others;PDV;2020-08-24;Actif;Actif;-;-;-;-;-;25369229.0;1.834338;16.332586;Système;-;1970-01-01;Jamais;0;Jamais visité;Non;Zero
2JCpK1HB;2020-08-01;2020-08-24;IRT Category;Others;PDV;2020-08-24;Actif;Actif;-;-;-;-;-;10058203.0;1.834338;16.332586;Système;-;1970-01-01;Jamais;0;Jamais visité;Non;Zero
4vCU2M4O;2020-08-01;2020-08-24;IRT Category;Others;PDV;2020-08-24;Actif;Actif;-;-;-;-;-;15637708.0;1.834338;16.332586;Système;-;1970-01-01;Jamais;0;Jamais visité;Non;Zero
n8wRBx17;2020-08-01;2020-08-24;IRT Category;Others;PDV;2020-08-24;Actif;Actif;-;-;-;-;-;14956828.0;1.834338;16.332586;Système;-;1970-01-01;Jamais;0;Jamais visité;Non;Zero
4zCAVkU2;2020-08-01;2020-08-24;IRT Category;Others;PDV;2020-08-24;Actif;Actif;-;-;-;-;-;35932102.0;1.834338;16.332586;Système;-;1970-01-01;Jamais;0;Jamais visité;Non;Zero
hN2t3r03;2020-08-01;2020-08-24;IRT Category;Others;PDV;2020-08-24;Actif;Actif;-;-;-;-;-;3216621.0;1.834338;16.332586;Système;-;1970-01-01;Jamais;0;Jamais visité;Non;Zero
5x4y50Nu;2020-08-01;2020-08-24;IRT Category;Others;PDV;2020-08-24;Actif;Actif;-;-;-;-;-;13586175.0;1.834338;16.332586;Système;-;1970-01-01;Jamais;0;Jamais visité;Non;Zero
TJRBSxjp;2020-08-01;2020-08-24;HWORABANK;Structured;Orabank;2020-06-30;Inactif récent;Inactif récent;DOGONDOUTCHI;DOGONDOUTCHI;Urbain;Est;Dosso;100.0;4.03864412;13.63977557;Système;Doutchi 1;1970-01-01;Jamais;0;Jamais visité;Non;Zero
57I1wuT2;2020-08-01;2020-08-24;HWORABANK;Structured;Orabank;2020-06-27;Inactif récent;Inactif récent;AGADEZ MOOV OLD VILLE;AGADEZ;Urbain;Sud;Agadez;100.0;7.993530000000001;16.970181666666697;Visites;Agadez 5;2020-08-13;Oui;0;N'a pas réagi;Non;Zero
6d5QevMd;2020-08-01;2020-08-24;HWORABANK;Structured;Orabank;2020-03-02;Inactif âgé;Inactif âgé;MARADI 602;MARADI;Urbain;Sud;Maradi;16945.0;7.10942871;13.51529538;Système;Maradi 4;1970-01-01;Jamais;0;Jamais visité;Non;Zero
V1s2WZRM;2020-08-01;2020-08-24;HWORABANK;Structured;Orabank;2020-03-21;Inactif âgé;Inactif âgé;ARLIT-SOMAIR;ARLIT;Urbain;Nord;Agadez;85.0;7.39009139;18.73877656;Système;Arlit 1;1970-01-01;Jamais;0;Jamais visité;Non;Zero
NCpmGyOt;2020-08-01;2020-08-24;TOTALPDV;Structured;Total;2020-08-24;Actif;Actif;IPSP FACE;NIAMEY;Urbain;Grand Marché;Niamey;56200.0;2.1172133333333303;13.53943;Visites;Grand Marché 3;2020-08-17;Oui;0;A maintenu son statut;Non;Zero
laBiNUt5;2020-08-01;2020-08-24;TOTALPDV;Structured;Total;2020-08-20;Actif;Actif;BONKANEY;NIAMEY;Urbain;Grand Marché;Niamey;58013.0;2.13482833333333;13.535261666666699;Visites;Grand Marché 1;2020-07-16;Non;0;Non visité;Non;Zero
I3lIjKq6;2020-08-01;2020-08-24;TOTALPDV;Structured;Total;2020-08-22;Actif;Actif;BANIFANDOU COCORBADO2;NIAMEY;Urbain;Grand Marché;Niamey;159950.0;2.14066489;13.54258758;Système;Grand Marché 2;1970-01-01;Jamais;0;Jamais visité;Non;Zero
5BY8SPfn;2020-08-01;2020-08-24;TOTALPDV;Structured;Total;2020-08-17;Actif;Actif;ARENE DE LUTTE;NIAMEY;Urbain;Wadata;Niamey;54600.0;2.14080371;13.52191935;Système;Wadata 4;1970-01-01;Jamais;0;Jamais visité;Non;Zero
F4IWKsjJ;2020-08-01;2020-08-24;ONIRESTO;Others;PDV;2020-08-13;Actif;Inactif âgé;-;-;-;-;-;0.0;1.834338;16.332586;Système;-;1970-01-01;Jamais;0;Jamais visité;Non;Zero
