POS;MONTH;DATE;POS_CAT;POS_CHANNEL;POS_GROUP;LAST_TR_DATE;POS_STATUS;CASH_IN_OUT_STATUS;SITE;LOCALITE;MILIEU;ZONE;DACR;BALANCE;LONGITUDE;LATITUDE;LOCALISATION;SECTEUR;LAST_VISITE_DATE;VISITE;COMMISSIONS_AMNT;IMPACT_VISITE;COMMISSION_PERF;COMMISSION_PERF_2
sKzhsML7;2020-08-01;2020-08-24;Retailer;Indirect;PDV;2020-08-12;Actif;Actif;ASSOCIATION ISLAMIQUE;NIAMEY;Urbain;Grand Marché;Niamey;25.0;2.1305576;13.51898169;Système;Grand Marché 5;1970-01-01;Jamais;75;Jamais visité;Non;Low
BpdAnlqs;2020-08-01;2020-08-24;Retailer;Indirect;PDV;2020-07-22;Inactif récent;Inactif récent;DIFFA MARCHE;DIFFA;Urbain;Est;Diffa;8.0;12.617451666666698;13.313313333333301;Visites;Diffa 2;2020-07-17;Non;0;Non visité;Non;Zero
QQ0koT6w;2020-08-01;2020-08-24;Retailer;Indirect;PDV;2020-07-17;Inactif récent;Inactif récent;MARADI 601;MARADI;Urbain;Sud;Maradi;131.27;7.1081302;13.49763452;Système;Maradi 2;1970-01-01;Jamais;0;Jamais visité;Non;Zero
CYDZoL7n;2020-08-01;2020-08-24;Retailer;Indirect;PDV;2020-07-15;Inactif récent;Inactif récent;EGLISE GARBADO;NIAMEY;Urbain;Wadata;Niamey;7.5;2.1518016666666697;13.521165;Visites;Wadata 4;2020-07-15;Non;0;Non visité;Non;Zero
WBVx6iCe;2020-08-01;2020-08-24;Retailer;Indirect;PDV;2020-08-11;Actif;Actif;RIMBO COURANT NORD;NIAMEY;Urbain;Grand Marché;Niamey;3.61;2.12710666666667;13.5374283333333;Visites;Grand Marché 1;2020-08-17;Oui;3669;A maintenu son statut;Oui;Medium
836JsqfV;2020-08-01;2020-08-24;Retailer;Indirect;PDV;2020-07-30;Futur inactif;Futur inactif;RIMBO COURANT NORD;NIAMEY;Urbain;Grand Marché;Niamey;3750.0;2.13108312;13.53459803;Système;Grand Marché 1;1970-01-01;Jamais;0;Jamais visité;Non;Zero
m8o8E2B2;2020-08-01;2020-08-24;Retailer;Indirect;PDV;2020-08-24;Actif;Actif;KARAGUE RIVE DROITE 2;NIAMEY;Urbain;Haro Banda;Niamey;20631.75;2.09219299;13.49441588;Système;Haro Banda 2;1970-01-01;Jamais;18315;Jamais visité;Oui;High
T7mzUTB4;2020-08-01;2020-08-24;Retailer;Indirect;PDV;2020-08-23;Actif;Actif;ECOLE ASKIA;NIAMEY;Urbain;Grand Marché;Niamey;8515.0;2.11610974;13.53299047;Système;Grand Marché 3;1970-01-01;Jamais;15;Jamais visité;Non;Low
OMWy9okO;2020-08-01;2020-08-24;Retailer;Indirect;PDV;2020-08-17;Actif;Actif;BOUKOKI I;NIAMEY;Urbain;Grand Marché;Niamey;1342.5;2.117975;13.529063333333301;Visites;Grand Marché 3;2020-08-12;Oui;323;A maintenu son statut;Non;Low
OuSCk0U0;2020-08-01;2020-08-24;Retailer;Indirect;PDV;2020-07-17;Inactif récent;Inactif récent;DAKORO;DAKORO;Urbain;Nord;Maradi;65.0;6.76555152;14.50036121;Système;Dakoro;1970-01-01;Jamais;0;Jamais visité;Non;Zero
0YVfxh5F;2020-08-01;2020-08-24;Retailer;Indirect;PDV;2020-07-30;Futur inactif;Futur inactif;BONKANEY;NIAMEY;Urbain;Grand Marché;Niamey;5700.0;2.136;13.53713889;Système;Grand Marché 1;1970-01-01;Jamais;0;Jamais visité;Non;Zero
RrWO2fXE;2020-08-01;2020-08-24;Retailer;Indirect;PDV;2020-08-24;Actif;Actif;-;-;-;-;-;230230.0;1.834338;16.332586;Système;-;1970-01-01;Jamais;4035;Jamais visité;Oui;Medium
OOcsRHZr;2020-08-01;2020-08-24;Retailer;Indirect;PDV;2020-08-24;Actif;Actif;TALLADJE DAGODA;NIAMEY;Urbain;Wadata;Niamey;291075.0;2.15575001;13.48880556;Système;Wadata 3;1970-01-01;Jamais;15307;Jamais visité;Oui;High
kFIdoCOv;2020-08-01;2020-08-24;Retailer;Indirect;PDV;2020-08-24;Actif;Actif;KALAO;NIAMEY;Urbain;Petit Marché;Niamey;7443.64;2.08096333333333;13.536368333333302;Visites;Petit Marché 5;2020-08-17;Oui;5018;A maintenu son statut;Oui;Medium
NbVqIxOf;2020-08-01;2020-08-24;Retailer;Indirect;PDV;2020-07-28;Futur inactif;Futur inactif;MARADI ZARIA RELIEF;MARADI;Urbain;Sud;Maradi;111.5;7.1230033333333305;13.506831666666699;Visites;Maradi 4;2020-07-10;Non;0;Non visité;Non;Zero
aEqw6HTm;2020-08-01;2020-08-24;Retailer;Indirect;PDV;2020-08-02;Futur inactif;Futur inactif;DANTIANDOU;DANTIANDOU;Rural;Wadata;Niamey;42.0;2.75916;13.4151;Système;Wadata 5;1970-01-01;Jamais;2;Jamais visité;Non;Low
FfoAXwlb;2020-08-01;2020-08-24;Retailer;Indirect;PDV;2020-08-23;Actif;Actif;CITÉ_DÉPUTÉ;NIAMEY;Urbain;Nord;Niamey;12755.0;2.127325;13.580765;Visites;Nord 1;2020-08-10;Oui;180;A maintenu son statut;Non;Low
qjfmZk2m;2020-08-01;2020-08-24;Retailer;Indirect;PDV;2020-06-04;Inactif récent;Inactif récent;NIAMEY2000_MARTABA;NIAMEY;Urbain;Wadata;Niamey;135.0;2.18624837;13.50816527;Système;Wadata 1;1970-01-01;Jamais;0;Jamais visité;Non;Zero
gUQuQILL;2020-08-01;2020-08-24;Retailer;Indirect;PDV;2020-08-12;Actif;Actif;MARCHE CEREAL;NIAMEY;Urbain;Grand Marché;Niamey;63.5;2.13597333333333;13.520746666666698;Visites;Grand Marché 2;2020-08-22;Oui;303;A maintenu son statut;Non;Low
vkg1K1ut;2020-08-01;2020-08-24;Retailer;Indirect;PDV;2020-07-21;Inactif récent;Inactif récent;ECOLE PRIMAIRE SONUCI;NIAMEY;Urbain;Petit Marché;Niamey;9.4;2.06712833333333;13.551386666666698;Visites;Petit Marché 2;2020-08-11;Oui;0;N'a pas réagi;Non;Zero
xrTFgr5H;2020-08-01;2020-08-24;Retailer;Indirect;PDV;2020-07-28;Futur inactif;Futur inactif;TORODI;TORODI;Rural;Haro Banda;Niamey;957.5;1.81249076;13.12631998;Système;Haro Banda 4;1970-01-01;Jamais;0;Jamais visité;Non;Zero
Tv9voxzJ;2020-08-01;2020-08-24;Retailer;Indirect;PDV;2020-07-30;Futur inactif;Futur inactif;AEROPORT QUARTIER;NIAMEY;Urbain;Wadata;Niamey;135.0;2.18196536;13.46889294;Système;Wadata 5;1970-01-01;Jamais;0;Jamais visité;Non;Zero
pVBR8YfL;2020-08-01;2020-08-24;Retailer;Indirect;PDV;2020-08-24;Actif;Actif;ZINDER 800;ZINDER;Urbain;Centre;Zinder;98666.7;8.98060931;13.81289183;Système;Zinder 3;1970-01-01;Jamais;9349;Jamais visité;Oui;Medium
4AjknYfY;2020-08-01;2020-08-24;Retailer;Indirect;PDV;2020-06-11;Inactif récent;Inactif récent;DOSSO 500;DOSSO;Urbain;Centre;Dosso;40.0;3.19471984;13.04394917;Système;Dosso 2;1970-01-01;Jamais;0;Jamais visité;Non;Zero
LzHT6VaL;2020-08-01;2020-08-24;Retailer;Indirect;PDV;2020-08-17;Actif;Actif;NOUVEAU CARRÉ;MARADI;Urbain;Sud;Maradi;150.0;7.1006966666666695;13.503366666666698;Visites;Maradi 3;2020-07-20;Non;1;Non visité;Non;Low
2D3KuJtG;2020-08-01;2020-08-24;Retailer;Indirect;PDV;2020-08-21;Actif;Actif;ORTN_AIRTEL;NIAMEY;Urbain;Petit Marché;Niamey;75292.5;2.0940233333333302;13.537158333333302;Visites;Petit Marché 3;2020-07-20;Non;1295;Non visité;Oui;Medium
MQDnwHJH;2020-08-01;2020-08-24;Retailer;Indirect;PDV;2020-07-28;Futur inactif;Futur inactif;TCHINTABARADEN;TCHINTABARADEN;Urbain;Nord;Tahoua;39.98;5.80257166666667;15.897654999999999;Visites;Tchinta;2020-08-08;Oui;0;N'a pas réagi;Non;Zero
K1e6AVmc;2020-08-01;2020-08-24;Retailer;Indirect;PDV;2020-03-10;Inactif âgé;Inactif âgé;KOUBIA_EATON;NIAMEY;Urbain;Petit Marché;Niamey;1.0;2.060994;13.550619000000001;Système;Petit Marché 2;1970-01-01;Jamais;0;Jamais visité;Non;Zero
0hYu5IwB;2020-08-01;2020-08-24;Retailer;Indirect;PDV;2020-08-20;Actif;Actif;OPVN_ROUTE_TORODI;NIAMEY;Urbain;Haro Banda;Niamey;6.5;2.07911427;13.49260092;Visites;Haro Banda 4;2020-08-10;Oui;6016;A maintenu son statut;Oui;Medium
9FyufRBQ;2020-08-01;2020-08-24;Retailer;Indirect;PDV;2020-04-04;Inactif âgé;Inactif âgé;MARCHE CEREAL;NIAMEY;Urbain;Grand Marché;Niamey;1.0;2.13551234;13.52355572;Système;Grand Marché 2;1970-01-01;Jamais;0;Jamais visité;Non;Zero
WJerKT0K;2020-08-01;2020-08-24;Retailer;Indirect;PDV;2020-08-14;Actif;Actif;PNA AL OUMA SIEGE;NIAMEY;Urbain;Wadata;Niamey;17.67;2.13934952;13.51258359;Système;Wadata 2;1970-01-01;Jamais;61;Jamais visité;Non;Low
9SZrLncA;2020-08-01;2020-08-24;Retailer;Indirect;PDV;2020-05-25;Inactif âgé;Inactif âgé;DOGONDOUTCHI;DOGONDOUTCHI;Urbain;Est;Dosso;8445.0;4.03864412;13.63977557;Système;Doutchi 1;1970-01-01;Jamais;0;Jamais visité;Non;Zero
DMnO3d5R;2020-08-01;2020-08-24;Retailer;Indirect;PDV;2020-08-23;Actif;Actif;FALMEY;FALMEY;Rural;Centre;Dosso;119366.5;2.86006111;12.59565;Système;Birni N'Gaouré;1970-01-01;Jamais;1412;Jamais visité;Oui;Medium
Zz5AjWyV;2020-08-01;2020-08-24;Retailer;Indirect;PDV;2020-08-24;Actif;Actif;PLATEAU;NIAMEY;Urbain;Petit Marché;Niamey;123326.41;2.09508114;13.52969659;Système;Petit Marché 3;1970-01-01;Jamais;208090;Jamais visité;Oui;Super High
llEWXHkk;2020-08-01;2020-08-24;Retailer;Indirect;PDV;2020-08-20;Actif;Actif;TORODI;TORODI;Rural;Haro Banda;Niamey;111963.5;1.81249076;13.12631998;Système;Haro Banda 4;1970-01-01;Jamais;750;Jamais visité;Non;Low
EvNVcU0x;2020-08-01;2020-08-24;Retailer;Indirect;PDV;2020-08-24;Actif;Actif;CITÉ_DÉPUTÉ;NIAMEY;Urbain;Nord;Niamey;289183.9;2.12736;13.580779999999999;Visites;Nord 1;2020-08-17;Oui;38616;A maintenu son statut;Oui;High
lI5vfENg;2020-08-01;2020-08-24;Retailer;Indirect;PDV;2020-08-24;Actif;Actif;TOURBINANI_AIRTEL;NIAMEY;Urbain;Grand Marché;Niamey;88798.79;2.144335;13.543586666666698;Visites;Grand Marché 2;2020-07-27;Non;64385;Non visité;Oui;Super High
1vL4WCkR;2020-08-01;2020-08-24;Retailer;Indirect;PDV;2020-08-11;Actif;Actif;TANOUT;TANOUT;Urbain;Nord;Zinder;101.5;8.87919853;14.97219606;Système;Tanout;1970-01-01;Jamais;2;Jamais visité;Non;Low
mjSIGcRs;2020-08-01;2020-08-24;Retailer;Indirect;PDV;2020-07-28;Futur inactif;Futur inactif;MARADI 601;MARADI;Urbain;Sud;Maradi;194.5;7.1081302;13.49763452;Système;Maradi 2;1970-01-01;Jamais;0;Jamais visité;Non;Zero
IjPxj3zl;2020-08-01;2020-08-24;Retailer;Indirect;PDV;2020-07-14;Inactif récent;Inactif récent;MARADI BELBELOU;MARADI;Urbain;Sud;Maradi;538.0;7.106788333333331;13.522938333333302;Visites;Maradi 3;2020-07-14;Non;0;Non visité;Non;Zero
tJXVOo0r;2020-08-01;2020-08-24;Retailer;Indirect;PDV;2020-08-24;Actif;Actif;MARADI_ARENE;MARADI;Urbain;Sud;Maradi;177.27;7.10588063333333;13.512586083333302;Visites;Maradi 3;2020-08-11;Oui;952;A maintenu son statut;Non;Low
ZB4No1d8;2020-08-01;2020-08-24;Retailer;Indirect;PDV;2020-07-21;Inactif récent;Inactif récent;MARADI_MOOV;MARADI;Urbain;Sud;Maradi;161.0;7.107975;13.489166666666698;Visites;Maradi 2;2020-07-21;Non;0;Non visité;Non;Zero
R7ZJ8WH1;2020-08-01;2020-08-24;Retailer;Indirect;PDV;2020-08-18;Actif;Actif;MARADI 601;MARADI;Urbain;Sud;Maradi;229.25;7.110378333333331;13.497725;Visites;Maradi 2;2020-07-20;Non;1;Non visité;Non;Low
IWDx8LNT;2020-08-01;2020-08-24;Retailer;Indirect;PDV;2020-06-25;Inactif récent;Inactif récent;GARIN SALEY;GARIN SALEY;Rural;Centre;Zinder;2.51;9.11733333;13.58269444;Système;Zinder 2;1970-01-01;Jamais;0;Jamais visité;Non;Zero
hdvH5pmb;2020-08-01;2020-08-24;Retailer;Indirect;PDV;2020-05-31;Inactif récent;Inactif récent;ZINDER GARIN MALAM;ZINDER;Urbain;Centre;Zinder;67.82;8.9961;13.81135;Système;Zinder 1;1970-01-01;Jamais;0;Jamais visité;Non;Zero
TKelEeLr;2020-08-01;2020-08-24;Retailer;Indirect;PDV;2020-08-23;Actif;Actif;AKOUBOUNOU;AKOUBOUNOU;Rural;Nord;Tahoua;1436.0;6.08161111;15.3510833;Système;Abalak;1970-01-01;Jamais;36;Jamais visité;Non;Low
xanpNzZ1;2020-08-01;2020-08-24;Retailer;Indirect;PDV;2020-08-19;Actif;Actif;KOMA BANGOU;KOMA BANGOU;Rural;Ouest;Tillaberi;928.81;1.05912666666667;14.096528333333302;Visites;Koma Bangou;2020-07-13;Non;60;Non visité;Non;Low
S3FwdeIz;2020-08-01;2020-08-24;Retailer;Indirect;PDV;2020-06-30;Inactif récent;Inactif récent;PHARMACIE DEZEYBON;NIAMEY;Urbain;Grand Marché;Niamey;5.0;2.11196172;13.52273191;Système;Grand Marché 4;1970-01-01;Jamais;0;Jamais visité;Non;Zero
ktTe5vjl;2020-08-01;2020-08-24;Retailer;Indirect;PDV;2020-06-15;Inactif récent;Inactif récent;AÉROPORT CHÂTEAU;NIAMEY;Urbain;Wadata;Niamey;40.75;2.1972816666666697;13.460276666666699;Visites;Wadata 5;2020-08-20;Oui;0;N'a pas réagi;Non;Zero
lBdFfZwP;2020-08-01;2020-08-24;Half Wholesaler;Indirect;PDV;2020-08-23;Actif;Actif;TERRAIN MUSULMAN;NIAMEY;Urbain;Grand Marché;Niamey;4639.5;2.12616754;13.51417447;Système;Grand Marché 5;1970-01-01;Jamais;46883;Jamais visité;Oui;High
vy5Qjhtm;2020-08-01;2020-08-24;Retailer;Indirect;PDV;2020-08-24;Actif;Actif;GAWEYE RIVE DROITE;NIAMEY;Urbain;Haro Banda;Niamey;16434.06;2.101909;13.49043647;Système;Haro Banda 3;1970-01-01;Jamais;98361;Jamais visité;Oui;Super High
NCLKxy53;2020-08-01;2020-08-24;Retailer;Indirect;PDV;2020-07-27;Futur inactif;Futur inactif;NOUVEAU CARRÉ;MARADI;Urbain;Sud;Maradi;100.45;7.10011389;13.50396945;Système;Maradi 3;1970-01-01;Jamais;0;Jamais visité;Non;Zero
re6qSH8X;2020-08-01;2020-08-24;Retailer;Indirect;PDV;2020-08-17;Actif;Actif;ALI DAN SOFO AIRTEL;MARADI;Urbain;Sud;Maradi;29.64;7.11719167;13.472999999999999;Système;Maradi 1;1970-01-01;Jamais;4;Jamais visité;Non;Low
v03jhAlT;2020-08-01;2020-08-24;Retailer;Indirect;PDV;2020-08-05;Actif;Actif;ALI DAN SOFO 2;MARADI;Urbain;Sud;Maradi;1158.0;7.12938166666667;13.482073333333302;Visites;Maradi 1;2020-07-29;Non;1050;Non visité;Oui;Medium
M3F1t1sv;2020-08-01;2020-08-24;Retailer;Indirect;PDV;2020-06-03;Inactif récent;Inactif récent;MARADI ECOLE NORMALE;MARADI;Urbain;Sud;Maradi;200.0;7.11846667;13.48912778;Système;Maradi 1;1970-01-01;Jamais;0;Jamais visité;Non;Zero
lGVWWajV;2020-08-01;2020-08-24;Retailer;Indirect;PDV;2020-08-17;Actif;Actif;MARADI CITÉ CAISSE;MARADI;Urbain;Sud;Maradi;56.5;7.10040834;13.51698056;Système;Maradi 3;1970-01-01;Jamais;1;Jamais visité;Non;Low
CMnZOEdC;2020-08-01;2020-08-24;Retailer;Indirect;PDV;2020-08-13;Actif;Actif;MARADI ZARIA ONI;MARADI;Urbain;Sud;Maradi;783.0;7.12046112;13.52076945;Système;Maradi 4;1970-01-01;Jamais;467;Jamais visité;Non;Low
8cBejAH4;2020-08-01;2020-08-24;Retailer;Indirect;PDV;2020-08-17;Actif;Actif;TERA;TERA;Urbain;Ouest;Tillaberi;29.8;0.760993333333333;14.0062233333333;Visites;Téra;2020-08-19;Oui;13;A maintenu son statut;Non;Low
BCO34Uqo;2020-08-01;2020-08-24;Retailer;Indirect;PDV;2020-08-03;Futur inactif;Futur inactif;BOBIEL_AIRTEL;NIAMEY;Urbain;Nord;Niamey;104.0;2.09227778;13.56069444;Système;Nord 3;1970-01-01;Jamais;203;Jamais visité;Non;Low
7nw6JdF2;2020-08-01;2020-08-24;Retailer;Indirect;PDV;2020-07-30;Futur inactif;Futur inactif;TAMASKE;TAMASKE;Rural;Est;Tahoua;41.43;5.64513889;14.86358333;Système;Keita;1970-01-01;Jamais;0;Jamais visité;Non;Zero
rus0sNrW;2020-08-01;2020-08-24;Retailer;Indirect;PDV;2020-08-16;Actif;Actif;TAHOUA AEROPORT;TAHOUA;Urbain;Centre;Tahoua;60.0;5.25734167;14.87593612;Système;Tahoua 4;1970-01-01;Jamais;50;Jamais visité;Non;Low
zvW5sFUA;2020-08-01;2020-08-24;Retailer;Indirect;PDV;2020-03-24;Inactif âgé;Inactif âgé;TERA;TERA;Urbain;Ouest;Tillaberi;5.57;0.75998541;14.00450028;Système;Téra;1970-01-01;Jamais;0;Jamais visité;Non;Zero
XJqCh5yb;2020-08-01;2020-08-24;Retailer;Indirect;PDV;2020-08-17;Actif;Actif;TERA;TERA;Urbain;Ouest;Tillaberi;28.4;0.758523333333333;14.006221666666699;Visites;Téra;2020-08-20;Oui;13;A maintenu son statut;Non;Low
Se1STNR9;2020-08-01;2020-08-24;Retailer;Indirect;PDV;2020-07-21;Inactif récent;Inactif récent;ALI DAN SOFO 2;MARADI;Urbain;Sud;Maradi;150.0;7.125405000000001;13.481441666666699;Visites;Maradi 1;2020-07-21;Non;0;Non visité;Non;Zero
JVGrdDVo;2020-08-01;2020-08-24;Retailer;Indirect;PDV;2020-08-24;Actif;Actif;MARADI 601;MARADI;Urbain;Sud;Maradi;151.5;7.1084581666666695;13.500830466666699;Visites;Maradi 2;2020-08-18;Oui;81;A réagi;Non;Low
mpydSuwF;2020-08-01;2020-08-24;Retailer;Indirect;PDV;2020-08-24;Actif;Actif;LAZARET ZAKEY KOIRA;NIAMEY;Urbain;Nord;Niamey;49800.0;2.118705;13.552064999999999;Visites;Nord 4;2020-08-21;Oui;0;A maintenu son statut;Non;Zero
EwjBoh1J;2020-08-01;2020-08-24;Retailer;Indirect;PDV;2020-07-28;Futur inactif;Futur inactif;MARADI 601;MARADI;Urbain;Sud;Maradi;42.0;7.1081302;13.49763452;Système;Maradi 2;1970-01-01;Jamais;0;Jamais visité;Non;Zero
cowb75xt;2020-08-01;2020-08-24;Half Wholesaler;Indirect;PDV;2020-08-08;Actif;Actif;NOUVEAU MARCHE;NIAMEY;Urbain;Wadata;Niamey;155.97;2.12874718;13.50862298;Système;Wadata 2;1970-01-01;Jamais;125;Jamais visité;Non;Low
k2PAEkcB;2020-08-01;2020-08-24;Retailer;Indirect;PDV;2020-08-13;Actif;Actif;TAHOUA 700;TAHOUA;Urbain;Centre;Tahoua;283.5;5.27256423;14.89363192;Système;Tahoua 1;1970-01-01;Jamais;105;Jamais visité;Non;Low
nd7OZX77;2020-08-01;2020-08-24;Retailer;Indirect;PDV;2020-06-24;Inactif récent;Inactif récent;DOGO CHAIBOU;DOGO CHAIBOU;Rural;Centre;Zinder;322.0;9.01233575;13.49725516;Système;Zinder 4;1970-01-01;Jamais;0;Jamais visité;Non;Zero
IhWBvHwJ;2020-08-01;2020-08-24;Retailer;Indirect;PDV;2020-07-17;Inactif récent;Inactif récent;INGALL;INGALL;Rural;Sud;Agadez;72.5;6.93444064;16.78900142;Système;Ingall;1970-01-01;Jamais;0;Jamais visité;Non;Zero
vICIsZFm;2020-08-01;2020-08-24;Retailer;Indirect;PDV;2020-08-21;Actif;Actif;KEITA;KEITA;Urbain;Est;Tahoua;20.5;5.77149869;14.74863865;Système;Keita;1970-01-01;Jamais;13;Jamais visité;Non;Low
bM34DyLj;2020-08-01;2020-08-24;Retailer;Indirect;PDV;2020-07-20;Inactif récent;Inactif récent;KEITA;KEITA;Urbain;Est;Tahoua;3.0;5.77149869;14.74863865;Système;Keita;1970-01-01;Jamais;0;Jamais visité;Non;Zero
UkGMF7RZ;2020-08-01;2020-08-24;Retailer;Indirect;PDV;2020-08-18;Actif;Actif;TERA;TERA;Urbain;Ouest;Tillaberi;427.0;0.752253333333333;14.00805;Visites;Téra;2020-08-20;Oui;18644;A maintenu son statut;Oui;High
jW7piIZu;2020-08-01;2020-08-24;Retailer;Indirect;PDV;2020-08-17;Actif;Actif;ECOLE CHEIK HAMDAN;TAHOUA;Urbain;Centre;Tahoua;6.0;5.287222;14.886167000000002;Système;Tahoua 3;1970-01-01;Jamais;2;Jamais visité;Non;Low
TZUrC1uj;2020-08-01;2020-08-24;Retailer;Indirect;PDV;2020-06-28;Inactif récent;Inactif récent;AYOROU;AYOROU;Rural;Ouest;Tillaberi;1379.5;0.9162299999999999;14.734646666666698;Visites;Tillabéri;2020-08-16;Oui;0;N'a pas réagi;Non;Zero
VmCImlu7;2020-08-01;2020-08-24;Retailer;Indirect;PDV;2020-07-21;Inactif récent;Inactif récent;ALI DAN SOFO 2;MARADI;Urbain;Sud;Maradi;203.0;7.12738666666667;13.4818566666667;Visites;Maradi 1;2020-07-21;Non;0;Non visité;Non;Zero
5ypnYTXO;2020-08-01;2020-08-24;Retailer;Indirect;PDV;2020-07-13;Inactif récent;Inactif récent;DIFFA STADE;DIFFA;Urbain;Est;Diffa;401.0;12.604868333333302;13.322971666666698;Visites;Diffa 3;2020-07-16;Non;0;Non visité;Non;Zero
s9O47hGJ;2020-08-01;2020-08-24;Retailer;Indirect;PDV;2020-08-24;Actif;Actif;KALFOURAFI;KALFOU RAFI;Rural;Est;Tahoua;10852.5;5.52011111;14.8675;Système;Keita;1970-01-01;Jamais;55;Jamais visité;Non;Low
B4SzMgSp;2020-08-01;2020-08-24;Retailer;Indirect;PDV;2020-08-24;Actif;Actif;BAGAROUA;BAGAROUA;Rural;Centre;Tahoua;3451.58;4.34911666666667;14.643265;Visites;Illéla;2020-07-26;Non;1935;Non visité;Oui;Medium
w4mmtJJS;2020-08-01;2020-08-24;Retailer;Indirect;PDV;2020-08-04;Actif;Actif;ZINDER 801;ZINDER;Urbain;Centre;Zinder;107.0;8.99751333333333;13.8041616666667;Visites;Zinder 1;2020-07-27;Non;10;Non visité;Non;Low
XyiPL9I5;2020-08-01;2020-08-24;Retailer;Indirect;PDV;2020-08-24;Actif;Actif;KOLERAM;KOLERAM;Rural;Centre;Zinder;18751.73;9.08789795;13.714835699999998;Visites;Zinder 2;2020-07-21;Non;4544;Non visité;Oui;Medium
TIKrS67J;2020-08-01;2020-08-24;Retailer;Indirect;PDV;2020-08-23;Actif;Actif;TAMASKE;TAMASKE;Rural;Est;Tahoua;50.0;5.64513889;14.86358333;Système;Keita;1970-01-01;Jamais;50;Jamais visité;Non;Low
cAJUAxgZ;2020-08-01;2020-08-24;Retailer;Indirect;PDV;2020-07-25;Inactif récent;Inactif récent;MAINE SOROA;MAINE SOROA;Urbain;Ouest;Diffa;268.5;12.0246369;13.22036356;Système;Mainé Soroa;1970-01-01;Jamais;0;Jamais visité;Non;Zero
7yAs0H8a;2020-08-01;2020-08-24;Retailer;Indirect;PDV;2020-08-13;Actif;Actif;GOUDOUMARIA;GOUDOUMARIA;Rural;Ouest;Diffa;1149.0;11.186303333333301;13.709891666666698;Visites;Mainé Soroa;2020-08-21;Oui;216;A réagi;Non;Low
XuTHcSrd;2020-08-01;2020-08-24;Retailer;Indirect;PDV;2020-08-18;Actif;Actif;ECOLE CHEIK HAMDAN;TAHOUA;Urbain;Centre;Tahoua;510.0;5.287222;14.886167000000002;Système;Tahoua 3;1970-01-01;Jamais;580;Jamais visité;Non;Low
yeLx71Uk;2020-08-01;2020-08-24;Retailer;Indirect;PDV;2020-06-27;Inactif récent;Inactif récent;TIBIRI DOSSO;TIBIRI DOSSO;Rural;Est;Dosso;86.5;3.99938348;13.11579939;Système;Koré;1970-01-01;Jamais;0;Jamais visité;Non;Zero
uFVfNVv7;2020-08-01;2020-08-24;Retailer;Indirect;PDV;2020-08-12;Actif;Actif;MALBAZA;MALBAZA;Rural;Sud;Tahoua;312.1;5.51056005;13.95434638;Système;Madaoua;1970-01-01;Jamais;4;Jamais visité;Non;Low
cssjghuf;2020-08-01;2020-08-24;Retailer;Indirect;PDV;2020-08-24;Actif;Actif;CITÉ_DÉPUTÉ;NIAMEY;Urbain;Nord;Niamey;3504.38;2.127335;13.5807833333333;Visites;Nord 1;2020-08-19;Oui;19850;A maintenu son statut;Oui;High
PPw9kkqO;2020-08-01;2020-08-24;Retailer;Indirect;PDV;2020-06-14;Inactif récent;Inactif récent;ZINDER_AUTOGARE;ZINDER;Urbain;Centre;Zinder;14.0;8.9871;13.8064;Système;Zinder 1;1970-01-01;Jamais;0;Jamais visité;Non;Zero
IK9N44lH;2020-08-01;2020-08-24;Retailer;Indirect;PDV;2020-08-12;Actif;Actif;FACE LAKO;NIAMEY;Urbain;Grand Marché;Niamey;16302.15;2.11980767;13.52247933;Système;Grand Marché 4;1970-01-01;Jamais;1017;Jamais visité;Oui;Medium
jCQUAbzF;2020-08-01;2020-08-24;Retailer;Indirect;PDV;2020-08-18;Actif;Actif;FILINGUE;FILINGUE;Urbain;Est;Tillaberi;24.84;3.32540327;14.35567066;Système;Filingué;1970-01-01;Jamais;27;Jamais visité;Non;Low
r1lx9exJ;2020-08-01;2020-08-24;Retailer;Indirect;PDV;2020-07-10;Inactif récent;Inactif récent;DIFFA_18_DECEMBRE;DIFFA;Urbain;Est;Diffa;90.75;12.590212;13.310959;Système;Diffa 1;1970-01-01;Jamais;0;Jamais visité;Non;Zero
b6WQVjlE;2020-08-01;2020-08-24;Retailer;Indirect;PDV;2020-08-21;Actif;Actif;AGADEZ EMAIR AIRTEL;AGADEZ;Urbain;Sud;Agadez;446220.0;8.00477778;16.97302778;Système;Agadez 2;1970-01-01;Jamais;9610;Jamais visité;Oui;Medium
Dugk5OZd;2020-08-01;2020-08-24;Retailer;Indirect;PDV;2020-07-16;Inactif récent;Inactif récent;HOPTAL DE REFERENCE;NIAMEY;Urbain;Nord;Niamey;82.26;2.09698294;13.58887886;Système;Nord 2;1970-01-01;Jamais;0;Jamais visité;Non;Zero
3gye49h8;2020-08-01;2020-08-24;Retailer;Indirect;PDV;2020-08-17;Actif;Actif;DIFFA VILLE;DIFFA;Urbain;Est;Diffa;86819.25;12.615596666666699;13.312996666666699;Visites;Diffa 2;2020-08-19;Oui;1125;A maintenu son statut;Oui;Medium
ouDQbM0F;2020-08-01;2020-08-24;Retailer;Indirect;PDV;2020-07-01;Inactif récent;Inactif récent;FRANCOPHONIE;NIAMEY;Urbain;Nord;Niamey;58.5;2.11143388;13.57032373;Système;Nord 5;1970-01-01;Jamais;0;Jamais visité;Non;Zero
